municipality_code,municipality,age_group,gender,education_level,N
1430,Munkedal,41-50,Women,"Tertiary education, shorter than 2 years",77.2
1430,Munkedal,41-50,Women,Upper secondary school,229.6
1430,Munkedal,51-60,Men,"Primary school, 9/10 years",77.1
1430,Munkedal,51-60,Men,"Primary school, shorter than 9 years",11.8
1430,Munkedal,51-60,Men,"Tertiary education, 2 years or longer",48.8
1430,Munkedal,51-60,Men,"Tertiary education, shorter than 2 years",63.0
1430,Munkedal,51-60,Men,Upper secondary school,440.9
1430,Munkedal,51-60,Women,Postgraduate education,1.5
1430,Munkedal,51-60,Women,"Primary school, 9/10 years",37.2
1430,Munkedal,51-60,Women,"Primary school, shorter than 9 years",15.8
1430,Munkedal,51-60,Women,"Tertiary education, 2 years or longer",140.4
1430,Munkedal,51-60,Women,"Tertiary education, shorter than 2 years",86.8
1430,Munkedal,51-60,Women,Upper secondary school,295.1
1430,Munkedal,61-70,Men,Postgraduate education,1.5
1430,Munkedal,61-70,Men,"Primary school, 9/10 years",93.5
1430,Munkedal,61-70,Men,"Primary school, shorter than 9 years",38.2
1430,Munkedal,61-70,Men,"Tertiary education, 2 years or longer",38.9
1430,Munkedal,61-70,Men,"Tertiary education, shorter than 2 years",65.3
1430,Munkedal,61-70,Men,Upper secondary school,401.5
1430,Munkedal,61-70,Women,Postgraduate education,0.5
1430,Munkedal,61-70,Women,"Primary school, 9/10 years",54.5
1430,Munkedal,61-70,Women,"Primary school, shorter than 9 years",26.6
1430,Munkedal,61-70,Women,"Tertiary education, 2 years or longer",90.3
1430,Munkedal,61-70,Women,"Tertiary education, shorter than 2 years",81.5
1430,Munkedal,61-70,Women,Upper secondary school,343.5
1430,Munkedal,71-104,Men,Postgraduate education,4.3
1430,Munkedal,71-104,Men,"Primary school, 9/10 years",85.0
1430,Munkedal,71-104,Men,"Primary school, shorter than 9 years",300.6
1430,Munkedal,71-104,Men,"Tertiary education, 2 years or longer",68.5
1430,Munkedal,71-104,Men,"Tertiary education, shorter than 2 years",73.2
1430,Munkedal,71-104,Men,Upper secondary school,404.3
1430,Munkedal,71-104,Women,Postgraduate education,1.4
1430,Munkedal,71-104,Women,"Primary school, 9/10 years",82.0
1430,Munkedal,71-104,Women,"Primary school, shorter than 9 years",281.4
1430,Munkedal,71-104,Women,"Tertiary education, 2 years or longer",95.1
1430,Munkedal,71-104,Women,"Tertiary education, shorter than 2 years",89.6
1430,Munkedal,71-104,Women,Upper secondary school,443.5
1435,Tanum,18-22,Men,"Primary school, 9/10 years",258.4
1435,Tanum,18-22,Men,"Primary school, shorter than 9 years",4.5
1435,Tanum,18-22,Men,"Tertiary education, 2 years or longer",2.2
1435,Tanum,18-22,Men,"Tertiary education, shorter than 2 years",10.0
1435,Tanum,18-22,Men,Upper secondary school,271.7
1435,Tanum,18-22,Women,"Primary school, 9/10 years",221.2
1435,Tanum,18-22,Women,"Primary school, shorter than 9 years",1.1
1435,Tanum,18-22,Women,"Tertiary education, 2 years or longer",7.6
1435,Tanum,18-22,Women,"Tertiary education, shorter than 2 years",23.7
1435,Tanum,18-22,Women,Upper secondary school,211.5
1435,Tanum,23-30,Men,"Primary school, 9/10 years",20.7
1435,Tanum,23-30,Men,"Primary school, shorter than 9 years",2.5
1435,Tanum,23-30,Men,"Tertiary education, 2 years or longer",21.5
1435,Tanum,23-30,Men,"Tertiary education, shorter than 2 years",31.2
1435,Tanum,23-30,Men,Upper secondary school,174.7
1435,Tanum,23-30,Women,"Primary school, 9/10 years",11.8
1435,Tanum,23-30,Women,"Primary school, shorter than 9 years",4.6
1435,Tanum,23-30,Women,"Tertiary education, 2 years or longer",56.3
1435,Tanum,23-30,Women,"Tertiary education, shorter than 2 years",31.6
1435,Tanum,23-30,Women,Upper secondary school,96.2
1435,Tanum,31-40,Men,Postgraduate education,0.5
1435,Tanum,31-40,Men,"Primary school, 9/10 years",67.9
1435,Tanum,31-40,Men,"Primary school, shorter than 9 years",10.4
1435,Tanum,31-40,Men,"Tertiary education, 2 years or longer",78.9
1435,Tanum,31-40,Men,"Tertiary education, shorter than 2 years",82.9
1435,Tanum,31-40,Men,Upper secondary school,395.0
1435,Tanum,31-40,Women,Postgraduate education,0.5
1435,Tanum,31-40,Women,"Primary school, 9/10 years",37.2
1435,Tanum,31-40,Women,"Primary school, shorter than 9 years",14.4
1435,Tanum,31-40,Women,"Tertiary education, 2 years or longer",206.4
1435,Tanum,31-40,Women,"Tertiary education, shorter than 2 years",96.5
1435,Tanum,31-40,Women,Upper secondary school,282.1
1435,Tanum,41-50,Men,Postgraduate education,1.4
1435,Tanum,41-50,Men,"Primary school, 9/10 years",87.1
1435,Tanum,41-50,Men,"Primary school, shorter than 9 years",13.5
1435,Tanum,41-50,Men,"Tertiary education, 2 years or longer",98.3
1435,Tanum,41-50,Men,"Tertiary education, shorter than 2 years",82.0
1435,Tanum,41-50,Men,Upper secondary school,349.1
1435,Tanum,41-50,Women,Postgraduate education,1.2
1435,Tanum,41-50,Women,"Primary school, 9/10 years",35.6
1435,Tanum,41-50,Women,"Primary school, shorter than 9 years",12.0
1435,Tanum,41-50,Women,"Tertiary education, 2 years or longer",201.7
1435,Tanum,41-50,Women,"Tertiary education, shorter than 2 years",90.4
1435,Tanum,41-50,Women,Upper secondary school,248.3
1435,Tanum,51-60,Men,Postgraduate education,1.9
1435,Tanum,51-60,Men,"Primary school, 9/10 years",131.1
1435,Tanum,51-60,Men,"Primary school, shorter than 9 years",14.1
1435,Tanum,51-60,Men,"Tertiary education, 2 years or longer",95.8
1435,Tanum,51-60,Men,"Tertiary education, shorter than 2 years",97.1
1435,Tanum,51-60,Men,Upper secondary school,445.9
1435,Tanum,51-60,Women,Postgraduate education,4.2
1435,Tanum,51-60,Women,"Primary school, 9/10 years",57.5
1435,Tanum,51-60,Women,"Primary school, shorter than 9 years",9.6
1435,Tanum,51-60,Women,"Tertiary education, 2 years or longer",206.2
1435,Tanum,51-60,Women,"Tertiary education, shorter than 2 years",115.4
1435,Tanum,51-60,Women,Upper secondary school,366.0
1435,Tanum,61-70,Men,Postgraduate education,3.3
1435,Tanum,61-70,Men,"Primary school, 9/10 years",149.6
1435,Tanum,61-70,Men,"Primary school, shorter than 9 years",57.1
1435,Tanum,61-70,Men,"Tertiary education, 2 years or longer",120.0
1435,Tanum,61-70,Men,"Tertiary education, shorter than 2 years",112.9
1435,Tanum,61-70,Men,Upper secondary school,455.2
1435,Tanum,61-70,Women,Postgraduate education,4.9
1435,Tanum,61-70,Women,"Primary school, 9/10 years",75.2
1435,Tanum,61-70,Women,"Primary school, shorter than 9 years",29.0
1435,Tanum,61-70,Women,"Tertiary education, 2 years or longer",194.7
1435,Tanum,61-70,Women,"Tertiary education, shorter than 2 years",143.8
1435,Tanum,61-70,Women,Upper secondary school,441.6
1435,Tanum,71-104,Men,Postgraduate education,12.0
1435,Tanum,71-104,Men,"Primary school, 9/10 years",117.1
1435,Tanum,71-104,Men,"Primary school, shorter than 9 years",352.4
1435,Tanum,71-104,Men,"Tertiary education, 2 years or longer",210.1
1435,Tanum,71-104,Men,"Tertiary education, shorter than 2 years",127.5
1435,Tanum,71-104,Men,Upper secondary school,561.7
1435,Tanum,71-104,Women,Postgraduate education,8.9
1435,Tanum,71-104,Women,"Primary school, 9/10 years",101.3
1435,Tanum,71-104,Women,"Primary school, shorter than 9 years",262.4
1435,Tanum,71-104,Women,"Tertiary education, 2 years or longer",264.4
1435,Tanum,71-104,Women,"Tertiary education, shorter than 2 years",182.5
1435,Tanum,71-104,Women,Upper secondary school,592.1
1438,Dals-Ed,18-22,Men,"Primary school, 9/10 years",88.5
1438,Dals-Ed,18-22,Men,"Tertiary education, shorter than 2 years",8.1
1438,Dals-Ed,18-22,Men,Upper secondary school,106.8
1438,Dals-Ed,18-22,Women,"Primary school, 9/10 years",82.9
1438,Dals-Ed,18-22,Women,"Primary school, shorter than 9 years",2.1
1438,Dals-Ed,18-22,Women,"Tertiary education, 2 years or longer",7.2
1438,Dals-Ed,18-22,Women,"Tertiary education, shorter than 2 years",11.4
1438,Dals-Ed,18-22,Women,Upper secondary school,76.7
1438,Dals-Ed,23-30,Men,"Primary school, 9/10 years",16.1
1438,Dals-Ed,23-30,Men,"Primary school, shorter than 9 years",0.4
1438,Dals-Ed,23-30,Men,"Tertiary education, 2 years or longer",6.3
1438,Dals-Ed,23-30,Men,"Tertiary education, shorter than 2 years",7.5
1438,Dals-Ed,23-30,Men,Upper secondary school,57.9
1438,Dals-Ed,23-30,Women,"Primary school, 9/10 years",7.1
1438,Dals-Ed,23-30,Women,"Primary school, shorter than 9 years",0.8
1438,Dals-Ed,23-30,Women,"Tertiary education, 2 years or longer",20.5
1438,Dals-Ed,23-30,Women,"Tertiary education, shorter than 2 years",12.6
1438,Dals-Ed,23-30,Women,Upper secondary school,34.2
1438,Dals-Ed,31-40,Men,"Primary school, 9/10 years",37.2
1438,Dals-Ed,31-40,Men,"Primary school, shorter than 9 years",4.2
1438,Dals-Ed,31-40,Men,"Tertiary education, 2 years or longer",19.7
1438,Dals-Ed,31-40,Men,"Tertiary education, shorter than 2 years",22.3
1438,Dals-Ed,31-40,Men,Upper secondary school,161.3
1438,Dals-Ed,31-40,Women,"Primary school, 9/10 years",17.6
1438,Dals-Ed,31-40,Women,"Primary school, shorter than 9 years",3.3
1438,Dals-Ed,31-40,Women,"Tertiary education, 2 years or longer",67.0
1438,Dals-Ed,31-40,Women,"Tertiary education, shorter than 2 years",33.1
1438,Dals-Ed,31-40,Women,Upper secondary school,87.4
1438,Dals-Ed,41-50,Men,"Primary school, 9/10 years",26.7
1438,Dals-Ed,41-50,Men,"Primary school, shorter than 9 years",4.4
1438,Dals-Ed,41-50,Men,"Tertiary education, 2 years or longer",19.2
1438,Dals-Ed,41-50,Men,"Tertiary education, shorter than 2 years",26.7
1438,Dals-Ed,41-50,Men,Upper secondary school,149.1
1438,Dals-Ed,41-50,Women,Postgraduate education,0.4
1438,Dals-Ed,41-50,Women,"Primary school, 9/10 years",16.9
1438,Dals-Ed,41-50,Women,"Primary school, shorter than 9 years",3.1
1438,Dals-Ed,41-50,Women,"Tertiary education, 2 years or longer",71.7
1438,Dals-Ed,41-50,Women,"Tertiary education, shorter than 2 years",36.0
1438,Dals-Ed,41-50,Women,Upper secondary school,86.8
1438,Dals-Ed,51-60,Men,Postgraduate education,0.9
1438,Dals-Ed,51-60,Men,"Primary school, 9/10 years",40.6
1438,Dals-Ed,51-60,Men,"Primary school, shorter than 9 years",3.0
1438,Dals-Ed,51-60,Men,"Tertiary education, 2 years or longer",20.0
1438,Dals-Ed,51-60,Men,"Tertiary education, shorter than 2 years",30.9
1438,Dals-Ed,51-60,Men,Upper secondary school,158.7
1438,Dals-Ed,51-60,Women,Postgraduate education,0.9
1438,Dals-Ed,51-60,Women,"Primary school, 9/10 years",22.2
1438,Dals-Ed,51-60,Women,"Primary school, shorter than 9 years",4.0
1438,Dals-Ed,51-60,Women,"Tertiary education, 2 years or longer",57.3
1438,Dals-Ed,51-60,Women,"Tertiary education, shorter than 2 years",39.2
1438,Dals-Ed,51-60,Women,Upper secondary school,115.8
1438,Dals-Ed,61-70,Men,Postgraduate education,1.3
1438,Dals-Ed,61-70,Men,"Primary school, 9/10 years",58.6
1438,Dals-Ed,61-70,Men,"Primary school, shorter than 9 years",24.9
1438,Dals-Ed,61-70,Men,"Tertiary education, 2 years or longer",20.6
1438,Dals-Ed,61-70,Men,"Tertiary education, shorter than 2 years",21.1
1438,Dals-Ed,61-70,Men,Upper secondary school,142.0
1438,Dals-Ed,61-70,Women,Postgraduate education,0.5
1438,Dals-Ed,61-70,Women,"Primary school, 9/10 years",33.4
1438,Dals-Ed,61-70,Women,"Primary school, shorter than 9 years",14.5
1438,Dals-Ed,61-70,Women,"Tertiary education, 2 years or longer",38.9
1438,Dals-Ed,61-70,Women,"Tertiary education, shorter than 2 years",33.8
1438,Dals-Ed,61-70,Women,Upper secondary school,131.6
1438,Dals-Ed,71-104,Men,Postgraduate education,3.2
1438,Dals-Ed,71-104,Men,"Primary school, 9/10 years",47.6
1438,Dals-Ed,71-104,Men,"Primary school, shorter than 9 years",161.3
1438,Dals-Ed,71-104,Men,"Tertiary education, 2 years or longer",33.9
1438,Dals-Ed,71-104,Men,"Tertiary education, shorter than 2 years",26.0
1438,Dals-Ed,71-104,Men,Upper secondary school,165.6
1438,Dals-Ed,71-104,Women,"Primary school, 9/10 years",47.5
1438,Dals-Ed,71-104,Women,"Primary school, shorter than 9 years",141.7
1438,Dals-Ed,71-104,Women,"Tertiary education, 2 years or longer",55.9
1438,Dals-Ed,71-104,Women,"Tertiary education, shorter than 2 years",34.5
1438,Dals-Ed,71-104,Women,Upper secondary school,216.2
1439,Färgelanda,18-22,Men,"Primary school, 9/10 years",158.6
1439,Färgelanda,18-22,Men,"Primary school, shorter than 9 years",1.2
1439,Färgelanda,18-22,Men,"Tertiary education, 2 years or longer",1.2
1439,Färgelanda,18-22,Men,"Tertiary education, shorter than 2 years",5.6
1439,Färgelanda,18-22,Men,Upper secondary school,146.3
1439,Färgelanda,18-22,Women,"Primary school, 9/10 years",126.9
1439,Färgelanda,18-22,Women,"Tertiary education, 2 years or longer",3.3
1439,Färgelanda,18-22,Women,"Tertiary education, shorter than 2 years",9.7
1439,Färgelanda,18-22,Women,Upper secondary school,98.9
1439,Färgelanda,23-30,Men,"Primary school, 9/10 years",19.7
1439,Färgelanda,23-30,Men,"Primary school, shorter than 9 years",1.2
1439,Färgelanda,23-30,Men,"Tertiary education, 2 years or longer",10.4
1439,Färgelanda,23-30,Men,"Tertiary education, shorter than 2 years",12.0
1439,Färgelanda,23-30,Men,Upper secondary school,85.9
1439,Färgelanda,23-30,Women,"Primary school, 9/10 years",10.0
1439,Färgelanda,23-30,Women,"Primary school, shorter than 9 years",0.8
1439,Färgelanda,23-30,Women,"Tertiary education, 2 years or longer",25.8
1439,Färgelanda,23-30,Women,"Tertiary education, shorter than 2 years",20.1
1439,Färgelanda,23-30,Women,Upper secondary school,62.5
1439,Färgelanda,31-40,Men,"Primary school, 9/10 years",56.5
1439,Färgelanda,31-40,Men,"Primary school, shorter than 9 years",5.0
1439,Färgelanda,31-40,Men,"Tertiary education, 2 years or longer",31.9
1439,Färgelanda,31-40,Men,"Tertiary education, shorter than 2 years",40.8
1439,Färgelanda,31-40,Men,Upper secondary school,260.0
1439,Färgelanda,31-40,Women,"Primary school, 9/10 years",28.7
1439,Färgelanda,31-40,Women,"Primary school, shorter than 9 years",3.2
1439,Färgelanda,31-40,Women,"Tertiary education, 2 years or longer",87.6
1439,Färgelanda,31-40,Women,"Tertiary education, shorter than 2 years",63.0
1439,Färgelanda,31-40,Women,Upper secondary school,172.1
1439,Färgelanda,41-50,Men,Postgraduate education,0.9
1439,Färgelanda,41-50,Men,"Primary school, 9/10 years",45.9
1439,Färgelanda,41-50,Men,"Primary school, shorter than 9 years",6.6
1439,Färgelanda,41-50,Men,"Tertiary education, 2 years or longer",25.2
1439,Färgelanda,41-50,Men,"Tertiary education, shorter than 2 years",35.2
1439,Färgelanda,41-50,Men,Upper secondary school,223.3
1439,Färgelanda,41-50,Women,"Primary school, 9/10 years",25.0
1439,Färgelanda,41-50,Women,"Primary school, shorter than 9 years",3.8
1439,Färgelanda,41-50,Women,"Tertiary education, 2 years or longer",73.4
1439,Färgelanda,41-50,Women,"Tertiary education, shorter than 2 years",48.8
1439,Färgelanda,41-50,Women,Upper secondary school,135.6
1439,Färgelanda,51-60,Men,Postgraduate education,1.0
1439,Färgelanda,51-60,Men,"Primary school, 9/10 years",74.5
1439,Färgelanda,51-60,Men,"Primary school, shorter than 9 years",5.8
1439,Färgelanda,51-60,Men,"Tertiary education, 2 years or longer",25.4
1439,Färgelanda,51-60,Men,"Tertiary education, shorter than 2 years",42.5
1439,Färgelanda,51-60,Men,Upper secondary school,267.8
1439,Färgelanda,51-60,Women,Postgraduate education,1.0
1439,Färgelanda,51-60,Women,"Primary school, 9/10 years",35.5
1439,Färgelanda,51-60,Women,"Primary school, shorter than 9 years",6.2
1439,Färgelanda,51-60,Women,"Tertiary education, 2 years or longer",78.6
1439,Färgelanda,51-60,Women,"Tertiary education, shorter than 2 years",54.9
1439,Färgelanda,51-60,Women,Upper secondary school,226.4
1439,Färgelanda,61-70,Men,Postgraduate education,1.0
1439,Färgelanda,61-70,Men,"Primary school, 9/10 years",91.8
1439,Färgelanda,61-70,Men,"Primary school, shorter than 9 years",34.2
1439,Färgelanda,61-70,Men,"Tertiary education, 2 years or longer",25.3
1439,Färgelanda,61-70,Men,"Tertiary education, shorter than 2 years",45.4
1439,Färgelanda,61-70,Men,Upper secondary school,232.5
1439,Färgelanda,61-70,Women,Postgraduate education,0.9
1439,Färgelanda,61-70,Women,"Primary school, 9/10 years",43.4
1439,Färgelanda,61-70,Women,"Primary school, shorter than 9 years",16.5
1439,Färgelanda,61-70,Women,"Tertiary education, 2 years or longer",58.3
1439,Färgelanda,61-70,Women,"Tertiary education, shorter than 2 years",52.8
1439,Färgelanda,61-70,Women,Upper secondary school,211.6
1439,Färgelanda,71-104,Men,Postgraduate education,2.9
1439,Färgelanda,71-104,Men,"Primary school, 9/10 years",67.1
1439,Färgelanda,71-104,Men,"Primary school, shorter than 9 years",217.8
1439,Färgelanda,71-104,Men,"Tertiary education, 2 years or longer",37.2
1439,Färgelanda,71-104,Men,"Tertiary education, shorter than 2 years",44.2
1439,Färgelanda,71-104,Men,Upper secondary school,241.1
1439,Färgelanda,71-104,Women,"Primary school, 9/10 years",67.6
1439,Färgelanda,71-104,Women,"Primary school, shorter than 9 years",171.1
1439,Färgelanda,71-104,Women,"Tertiary education, 2 years or longer",67.0
1439,Färgelanda,71-104,Women,"Tertiary education, shorter than 2 years",54.8
1439,Färgelanda,71-104,Women,Upper secondary school,270.7
1440,Ale,18-22,Men,"Primary school, 9/10 years",819.5
1440,Ale,18-22,Men,"Primary school, shorter than 9 years",6.4
1440,Ale,18-22,Men,"Tertiary education, 2 years or longer",20.2
1440,Ale,18-22,Men,"Tertiary education, shorter than 2 years",139.6
1440,Ale,18-22,Men,Upper secondary school,791.7
1440,Ale,18-22,Women,"Primary school, 9/10 years",761.8
1440,Ale,18-22,Women,"Primary school, shorter than 9 years",4.4
1440,Ale,18-22,Women,"Tertiary education, 2 years or longer",51.0
1440,Ale,18-22,Women,"Tertiary education, shorter than 2 years",140.0
1440,Ale,18-22,Women,Upper secondary school,589.4
1440,Ale,23-30,Men,Postgraduate education,3.2
1440,Ale,23-30,Men,"Primary school, 9/10 years",94.0
1440,Ale,23-30,Men,"Primary school, shorter than 9 years",8.9
1440,Ale,23-30,Men,"Tertiary education, 2 years or longer",109.4
1440,Ale,23-30,Men,"Tertiary education, shorter than 2 years",113.0
1440,Ale,23-30,Men,Upper secondary school,427.0
1440,Ale,23-30,Women,Postgraduate education,1.8
1440,Ale,23-30,Women,"Primary school, 9/10 years",43.2
1440,Ale,23-30,Women,"Primary school, shorter than 9 years",6.7
1440,Ale,23-30,Women,"Tertiary education, 2 years or longer",220.0
1440,Ale,23-30,Women,"Tertiary education, shorter than 2 years",121.5
1440,Ale,23-30,Women,Upper secondary school,258.2
1440,Ale,31-40,Men,Postgraduate education,17.0
1440,Ale,31-40,Men,"Primary school, 9/10 years",215.2
